circle_3d,confidence,timestamp,diameter_3d,ellipse,location,diameter,sphere,projected_sphere,model_confidence,model_id,model_birth_timestamp,theta,phi,norm_pos,topic,id,method
"{'center': [Decimal('-35.516908196299994'), 52.21484012380844, 531.1840850286916], 'normal': [Decimal('0.31014565453907345'), -0.6311072140430014, -0.7109946254040258], 'radius': Decimal('24.316754531721728')}",0.010559523606726628,361024.061398,48.633509063443455,"{'center': [Decimal('118.21472088056234'), Decimal('181.59219664893376')], 'axes': [45.09684318832137, 56.80519427810258], 'angle': -65.27113588486837}","[Decimal('118.21472088056234'), Decimal('181.59219664893376')]",56.80519427810258,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.887816560498788,-1.1594659746079927,"[0.3694210027517573, Decimal('0.24336584729610933')]",pupil.1,1,3d c++
"{'center': [-35.474170240792, Decimal('52.047468200960324'), 531.3547495352673], 'normal': [Decimal('0.31370715083140643'), -0.6450548742803448, -0.6967725831893861], 'radius': 24.24364248832993}",0.00773301382316971,361024.069798,48.48728497665986,"{'center': [Decimal('118.28091407986427'), 181.3763251113039], 'axes': [Decimal('44.219258348770296'), Decimal('56.617743369921214')], 'angle': -65.4819121781325}","[Decimal('118.28091407986427'), 181.3763251113039]",56.617743369921214,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8697012335766304,-1.1477520669366446,"[Decimal('0.36962785649957586'), 0.2442653120362337]",pupil.1,1,3d c++
"{'center': [-35.63136692536826, Decimal('51.877491806539936'), 531.4450277956894], 'normal': [0.3006074271167178, -0.6592195738153771, -0.689249394820873], 'radius': Decimal('24.478037125290143')}",0.006489038737407138,361024.086597,48.956074250580286,"{'center': [Decimal('118.11218778434076'), Decimal('181.18764002387428')], 'axes': [Decimal('44.229020727233454'), 57.16121816072243], 'angle': -67.1295936136958}","[Decimal('118.11218778434076'), Decimal('181.18764002387428')]",57.16121816072243,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.851015907804508,-1.159530162234803,"[0.3691005868260649, Decimal('0.24505149990052388')]",pupil.1,1,3d c++
"{'center': [Decimal('-35.569002055171396'), 52.00341884787718, 531.353487225433], 'normal': [0.3058044996331229, -0.6487256537039401, -0.6968777756755707], 'radius': Decimal('24.397655292726856')}",0.007720761992441871,361024.094997,48.79531058545371,"{'center': [Decimal('118.17304747491282'), Decimal('181.33667657938057')], 'axes': [44.4956379574568, 56.98012332748327], 'angle': -66.31037479635314}","[Decimal('118.17304747491282'), Decimal('181.33667657938057')]",56.98012332748327,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8648876065605315,-1.1572777731289736,"[Decimal('0.36929077335910254'), 0.244430514252581]",pupil.1,1,3d c++
"{'center': [-35.53887319118611, 52.08421226722177, 531.2921669425382], 'normal': [Decimal('0.30831523829856333'), -0.6419928687585572, -0.7019877992501422], 'radius': 24.29772729779748}",0.008658564970044802,361024.103397,48.59545459559496,"{'center': [Decimal('118.20233499109933'), Decimal('181.43009112967235')], 'axes': [44.58571135064949, 56.75136573057158], 'angle': -65.84462466083288}","[Decimal('118.20233499109933'), Decimal('181.43009112967235')]",56.75136573057158,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8737016356043631,-1.1569572676735564,"[Decimal('0.36938229684718543'), 0.2440412869596985]",pupil.1,1,3d c++
"{'center': [-35.35355880011254, Decimal('51.988255293679345'), 531.4656856604853], 'normal': [Decimal('0.32375810422136153'), -0.6499892832204262, -0.6875279060878813], 'radius': 24.22764776852742}",0.006315691557306935,361024.111797,48.45529553705484,"{'center': [Decimal('118.42470616189193'), Decimal('181.29167764740993')], 'axes': [43.71622730408156, 56.56763678028759], 'angle': -64.79506713101182}","[Decimal('118.42470616189193'), Decimal('181.29167764740993')]",56.56763678028759,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8632259922310608,-1.1306970894820871,"[Decimal('0.37007720675591227'), Decimal('0.24461800980245862')]",pupil.1,1,3d c++
"{'center': [Decimal('-35.374982991266464'), Decimal('52.155117347675215'), 531.3012003433176], 'normal': [0.3219727549585342, -0.6360841120541041, -0.7012350158518567], 'radius': Decimal('24.353398098569738')}",0.008568801484659327,361024.120197,48.706796197139475,"{'center': [Decimal('118.38073571073214'), 181.5089515186925], 'axes': [Decimal('44.665429995674295'), 56.87716908747312], 'angle': -64.41479051950903}","[Decimal('118.38073571073214'), 181.5089515186925]",56.87716908747312,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8813836366853709,-1.1403585426956597,"[0.3699397990960379, Decimal('0.24371270200544792')]",pupil.1,1,3d c++
"{'center': [Decimal('-35.515682867028566'), Decimal('52.044369757478385'), 531.3390461867263], 'normal': [0.3102477653116922, -0.6453130779038396, -0.6980811955678037], 'radius': 24.47716757943537}",0.007948078001005388,361024.128597,48.95433515887074,"{'center': [Decimal('118.22764629320517'), Decimal('181.38816834646934')], 'axes': [Decimal('44.711014944483225'), Decimal('57.166089561232226')], 'angle': -65.79552311678444}","[Decimal('118.22764629320517'), Decimal('181.38816834646934')]",57.166089561232226,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8693632827669716,-1.1525846099182944,"[Decimal('0.36946139466626615'), Decimal('0.24421596522304445')]",pupil.1,1,3d c++
"{'center': [-35.44372904587762, 52.01027946865504, 531.4031617236716], 'normal': [0.3162439170742712, -0.6481539353057851, -0.6927382341556914], 'radius': Decimal('24.470391139405972')}",0.007075533876795381,361024.136997,48.940782278811945,"{'center': [118.3130134235096, Decimal('181.33951119229408')], 'axes': [44.42278414823928, 57.14272634876651], 'angle': -65.37521693689494}","[118.3130134235096, Decimal('181.33951119229408')]",57.14272634876651,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8656386167004262,-1.1425395162523133,"[0.3697281669484675, Decimal('0.24441870336544136')]",pupil.1,1,3d c++
"{'center': [-35.566235529622, 51.93234655841451, 531.4214412191005], 'normal': [0.3060350434289061, -0.654648344492496, -0.6912149428699454], 'radius': 24.46640856421462}",0.006802842667666953,361024.145397,48.93281712842924,"{'center': [118.1812158213879, Decimal('181.25101957112565')], 'axes': [Decimal('44.320633599460415'), 57.13456837141393], 'angle': -66.4984687161353}","[118.1812158213879, Decimal('181.25101957112565')]",57.13456837141393,"{'center': [Decimal('-39.238656050768874'), 59.78812669232446, 539.7160205335399], 'radius': 12.0}","{'center': [Decimal('114.92450506207481'), 188.681745842187], 'axes': [Decimal('27.570054313544883'), Decimal('27.570054313544883')], 'angle': 90.0}",0.0,1,361021.642225,0.8570789937494304,-1.153988285708608,"[0.3693162994418372, Decimal('0.24478741845364316')]",pupil.1,1,3d c++
