circle_3d,confidence,timestamp,diameter_3d,ellipse,location,diameter,sphere,projected_sphere,model_confidence,model_id,model_birth_timestamp,theta,phi,norm_pos,topic,id,method,norm_x,norm_y
"{'center': [Decimal('0.20820804812363836'), 0.3297403227621114, Decimal('2.4240413644658716')], 'normal': [-0.2698680512784641, 0.4468168429836486, -0.8529513138071186], 'radius': 0.09214977818054722}",0.09631367844417064,7745.540846,0.18429955636109444,"{'center': [213.4809252064784, Decimal('204.02969886229442')], 'axes': [38.13962069496762, 47.5309705828167], 'angle': -68.75981957729493}","[213.4809252064784, Decimal('204.02969886229442')]",47.5309705828167,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.0340004021633247,-1.877224142657854,"[0.667127891270245, Decimal('0.14987625474043986')]",pupil.1,1,3d c++,0.667127891270245,0.14987625474043986
"{'center': [0.3193241813765808, Decimal('0.32924121883150015'), 2.389285675418522], 'normal': [-0.2606083735073855, 0.446775250989431, -0.8558476212277312], 'radius': 0.0907121157443692}",0.16191636980126664,7745.549246,0.1814242314887384,"{'center': [Decimal('243.09337277871617'), Decimal('205.12649630682319')], 'axes': [Decimal('38.519177961251664'), 47.7337351857164], 'angle': -72.87678081117983}","[Decimal('243.09337277871617'), Decimal('205.12649630682319')]",47.7337351857164,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.033953911745432,-1.866379396355657,"[0.759666789933488, Decimal('0.14530626538823677')]",pupil.1,1,3d c++,0.759666789933488,0.14530626538823677
"{'center': [Decimal('0.19377937810100443'), Decimal('0.22111361901009907'), 2.372419381620448], 'normal': [Decimal('-0.27107044044701684'), Decimal('0.43776461767098085'), -0.8572531457109038], 'radius': 0.09176969728303781}",0.11515089497485666,7745.557646,0.18353939456607563,"{'center': [Decimal('210.87740035936304'), Decimal('177.45973127082934')], 'axes': [Decimal('39.996060815972115'), 48.26718020791724], 'angle': -67.64944300312176}","[Decimal('210.87740035936304'), Decimal('177.45973127082934')]",48.26718020791724,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.023907217806087,-1.877055872835533,"[0.6589918761230095, 0.2605844530382111]",pupil.1,1,3d c++,0.6589918761230095,0.2605844530382111
"{'center': [0.3219958368634739, 0.335687023152782, Decimal('2.3918397170309316')], 'normal': [Decimal('-0.26038573555014444'), 0.4473124013495378, -0.855634784426697], 'radius': 0.09135205335308544}",0.19764684807484378,7745.566046,0.18270410670617088,"{'center': [243.7002578617796, Decimal('206.70274089550583')], 'axes': [38.68459088937804, 48.03031731087729], 'angle': -72.968529534652}","[243.7002578617796, Decimal('206.70274089550583')]",48.03031731087729,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.034554407145025,-1.8662105819762984,"[0.7615633058180612, Decimal('0.13873857960205904')]",pupil.1,1,3d c++,0.7615633058180612,0.13873857960205904
"{'center': [0.416542211741862, Decimal('0.32629583182609245'), 2.35865114713328], 'normal': [-0.2525068709769454, Decimal('0.44652980207231363'), -0.8584004985848346], 'radius': 0.09396465191716145}",0.11839293859197829,7745.574446,0.1879293038343229,"{'center': [269.7522817302581, Decimal('205.42932018558847')], 'axes': [Decimal('40.755587459156125'), 50.40108752780111], 'angle': -76.57554274652844}","[269.7522817302581, Decimal('205.42932018558847')]",50.40108752780111,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.0336795774887824,-1.8568865134129178,"[0.8429758804070566, 0.1440444992267147]",pupil.1,1,3d c++,0.8429758804070566,0.1440444992267147
"{'center': [0.3080429418756321, Decimal('0.32578102026433164'), 2.390921442683048], 'normal': [-0.2615484767991313, 0.4464869011088337, -0.8557113072890208], 'radius': 0.09230649627251401}",0.10860546508518552,7745.582846,0.18461299254502803,"{'center': [240.1187253280655, 204.1601781317631], 'axes': [39.17106163484002, 48.50673627059836], 'angle': -72.45503906915802}","[240.1187253280655, 204.1601781317631]",48.50673627059836,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.0336316316371628,-1.8674288506991688,"[0.7503710166502047, Decimal('0.14933259111765373')]",pupil.1,1,3d c++,0.7503710166502047,0.14933259111765373
"{'center': [0.3180331790344413, 0.3252640110470555, Decimal('2.3876035704283787')], 'normal': [-0.2607159570358972, Decimal('0.44644381700739394'), -0.8559877966435764], 'radius': 0.09149126752320959}",0.1239168698491148,7745.591246,0.18298253504641918,"{'center': [242.8208141688321, 204.1479222194937], 'axes': [38.91914581594309, 48.17198606572252], 'angle': -72.8333250091905}","[242.8208141688321, 204.1479222194937]",48.17198606572252,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.033583482266088,-1.8664487798068194,"[0.7588150442776003, Decimal('0.14938365741877624')]",pupil.1,1,3d c++,0.7588150442776003,0.14938365741877624
"{'center': [Decimal('0.31953530027803234'), 0.3247448040178966, Decimal('2.3868754100411707')], 'normal': [-0.2605907802655979, Decimal('0.44640054975496407'), -0.8560484766758437], 'radius': 0.09157156051757799}",0.18198500463465062,7745.599646,0.18314312103515598,"{'center': [Decimal('243.23681550618306'), 204.038030737981], 'axes': [38.97631106633447, Decimal('48.232865041437556')], 'angle': -72.89096471845552}","[Decimal('243.23681550618306'), 204.038030737981]",48.232865041437556,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.0335351293755526,-1.866295203023913,"[0.7601150484568221, Decimal('0.14984153859174587')]",pupil.1,1,3d c++,0.7601150484568221,0.14984153859174587
"{'center': [Decimal('0.32104335530118133'), Decimal('0.32422339901986597'), 2.386144595853608], 'normal': [Decimal('-0.26046510901366876'), 0.4463570993384614, -0.8561093778581406], 'radius': 0.09127350566594912}",0.16789376464063643,7745.608046,0.18254701133189824,"{'center': [Decimal('243.65275413516545'), 203.9302012622531], 'axes': [Decimal('38.872345871448026'), 48.09442813269134], 'angle': -72.94881267915667}","[Decimal('243.65275413516545'), 203.9302012622531]",48.09442813269134,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.0334865729655514,-1.866141033063067,"[0.7614148566723921, Decimal('0.15029082807394545')]",pupil.1,1,3d c++,0.7614148566723921,0.15029082807394545
"{'center': [Decimal('0.32255734593586105'), 0.3236997958955028, 2.385411130740442], 'normal': [-0.2603389431274455, 0.4463134657447645, -0.8561704999509043], 'radius': 0.09108990451090382}",0.13159756548741028,7745.616446,0.18217980902180764,"{'center': [Decimal('244.07117606654862'), 203.8210361399178], 'axes': [Decimal('38.817125408303404'), 48.01632459952476], 'angle': -73.00702056537025}","[Decimal('244.07117606654862'), 203.8210361399178]",48.01632459952476,"{'center': [3.446624663465207, -5.032061793041672, Decimal('12.659457130151296')], 'radius': 12.0}","{'center': [328.7992833641272, Decimal('-126.44645339926598')], 'axes': [Decimal('1175.4058524800396'), Decimal('1175.4058524800396')], 'angle': 90.0}",1.0,50,7713.696446,2.033437813036095,-1.8659862699243142,"[0.7627224252079644, 0.1507456827503425]",pupil.1,1,3d c++,0.7627224252079644,0.1507456827503425
